Component,Type,German,English,French,Italian,Spanish,Dutch,Danish,Swedish,Norwegian,Slovenian,Croatian,Hungarian,Polish,Russian
BtnParasLoad,,&Laden,&Load,&Charger,&Caricare,&Cargar,&Laden,Indlæs,&Ladda,&pozivati,&Betölteni,&Otwórz,&Çàãðóçèòü,,
BtnParasSave,,&Speichern,&Save,&Enregistrer,&Salvare,&Guardar,&Opslaan,Gem,&Spara,&pohraniti,&Tárolni,&Zapis,&Ñîõðàíèòü,,
BtnReadEndanwender,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadFachmann,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz1,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz2,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgHz3,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgWW,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnReadProgZirk,,&Auslesen,&Read,&Lire,&Leggere,&Leer,&Aflezen,Udlæs,&Läsa,&oèitati,&Kiolvasni,&Odczyt,&Ñ÷èòàòü,,
BtnWriteEndanwender,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteFachmann,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz1,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz2,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgHz3,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgWW,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgZirk,,&Eintragen,&Write,&Ecrire,&Scrivere,&Escribir,&Ingeven,Skriv,&Skriva,&unositi,&Bevinni,&Zapis w urz.,&Ââåñòè,,
BtnWriteProgZirkClick,TIB_STRINGLIST,Nederlands,Dansk,Swedish,Norwegian,Slovenski,Hrvatski,Magyar,Polski,Russian,Greece,Language,Deutsch,TranslationData,stCaptions
ChkBxHz1SaSo,,Sa-So,Sa-Su,Sa-Di,Sa-Do,Za-Zo,Lør-Søn,L-S,Su-Ne,Szo-Va,sob-ndz,Ñá-Âñ,,,
ChkBxHz2MoFr,,Mo-Fr,Lu-Ve,Lu-Vi,Ma-Vr,Man-Fre,M-F,Po-Pe,Hé-Pé,pon-pt,Ïí-Ïò,,,,
ChkBxHz2MoSo,,Mo-So,Mo-Su,Lu-Di,Lu-Do,Ma-Zo,Man-Søn,M-S,Po-Ne,Hé-Va,pon-ndz,Ïí-Âñ,,,
ChkBxHz2SaSo,,Sa-So,Sa-Su,Sa-Di,Sa-Do,Za-Zo,Lør-Søn,L-S,Su-Ne,Szo-Va,sob-ndz,Ñá-Âñ,,,
ChkBxHz3MoFr,,Mo-Fr,Lu-Ve,Lu-Vi,Ma-Vr,Man-Fre,M-F,Po-Pe,Hé-Pé,pon-pt,Ïí-Ïò,,,,
ChkBxHz3MoSo,,Mo-So,Mo-Su,Lu-Di,Lu-Do,Ma-Zo,Man-Søn,M-S,Po-Ne,Hé-Va,pon-ndz,Ïí-Âñ,,,
ChkBxHz3SaSo,,Sa-So,Sa-Su,Sa-Di,Sa-Do,Za-Zo,Lør-Søn,L-S,Su-Ne,Szo-Va,sob-ndz,Ñá-Âñ,,,
ChkBxWWMoFr,,Mo-Fr,Lu-Ve,Lu-Vi,Ma-Vr,Man-Fre,M-F,Po-Pe,Hé-Pé,pon-pt,Ïí-Ïò,,,,
ChkBxWWMoSo,,Mo-So,Mo-Su,Lu-Di,Lu-Do,Ma-Zo,Man-Søn,M-S,Po-Ne,Hé-Va,pon-ndz,Ïí-Âñ,,,
ChkBxWWSaSo,,Sa-So,Sa-Su,Sa-Di,Sa-Do,Za-Zo,Lør-Søn,L-S,Su-Ne,Szo-Va,sob-ndz,Ñá-Âñ,,,
ChkBxZirkMoFr,,Mo-Fr,Lu-Ve,Lu-Vi,Ma-Vr,Man-Fre,M-F,Po-Pe,Hé-Pé,pon-pt,Ïí-Ïò,,,,
ChkBxZirkMoSo,,Mo-So,Mo-Su,Lu-Di,Lu-Do,Ma-Zo,Man-Søn,M-S,Po-Ne,Hé-Va,pon-ndz,Ïí-Âñ,,,
ChkBxZirkSaSo,,Za-Zo,Lør-Søn,L-S,Su-Ne,Szo-Va,sob-ndz,Ñá-Âñ,EGrpP1x,EGrpP351_352,EGrpP355,EGrpP358_359,EGrpP362,EGrpP382_383,EGrpProcess1
GrpBxEAParas,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxFMParas,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxHz1,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxHz1Prog,TLabel,lblHz1Aus1,Aus,lblHz1Ein2,Ein,lblHz1Time2,Schaltzeit 2,lblHz1Aus2,Aus,lblHz1Ein3,Ein,lblHz1Time3,Schaltzeit 3,lblHz1Aus3,Aus
GrpBxHz2,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxHz2Prog,TLabel,lblHz2Aus1,Aus,lblHz2Ein2,Ein,lblHz2Time2,Schaltzeit 2,lblHz2Aus2,Aus,lblHz2Ein3,Ein,lblHz2Time3,Schaltzeit 3,lblHz2Aus3,Aus
GrpBxHz3,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxHz3Prog,TLabel,lblHz3Aus1,Aus,lblHz3Ein2,Ein,lblHz3Time2,Schaltzeit 2,lblHz3Aus2,Aus,lblHz3Ein3,Ein,lblHz3Time3,Schaltzeit 3,lblHz3Aus3,Aus
GrpBxParasFile,TButton,Parameterdatei,Parameter file,Fichier de paramètres,Archivio dati parametri,Archivo de parámetros,Bestand parameters,Parameter fil,Parameterfil,Datoteka parametara,paraméteradat,Plik z parametrami,Ôàéë ïàðàìåòðîâ,,
GrpBxProcess,TEditGroup,Vorlaufsollwert (Heizkreis)#°C,Vorlauftemperatur (Heizkreis)#°C,Raumsollwert#°C,Raumtemperatur#°C,Gemischte Außentemperatur#°C,Warmwassersollwert#°C,Warmwassertemperatur#°C,WidthEdit,WidthLabel,WidthUnit,pReadOnly,MaxLength,EditRight,EditWithColor
GrpBxWW,TButton,Parameter,Paramètres,Parametri,Parámetros,Parameter,Parametar,paraméter,parametry,Ïàðàìåòð,,,,,
GrpBxWWProg,TLabel,lblWWTime3,Schaltzeit 3,lblWWEin1,Ein,lblWWAus1,Aus,lblWWEin2,Ein,lblWWAus2,Aus,lblWWEin3,Ein,lblWWAus3,Aus
GrpBxZirk,TButton,Ïàðàìåòð,lbl181,181 Urlaubsanfang,Start of holiday,181 Début des vacances,181 Inizio ferie,181 Vacaciones desde,181 Begin vakantie,181 Ferie start,181 Semesterstart,1881 Poèetak odmora,181 szab.kezdete,181 pocz¹tek urlopu,181 Íà÷àëî îòïóñêà
GrpBxZirkProg,TLabel,Aus,lblZirkEin2,Ein,lblZirkTime2,Schaltzeit 2,lbZirkAus2,Aus,lblZirkEin3,Ein,lblZirkTime3,Schaltzeit 3,lbZirkAus3,Aus,lbl181
