Component,Type,German,English,French,Italian,Spanish,Dutch,Danish,Swedish,Norwegian,Slovenian,Croatian,Hungarian,Polish,Russian
GrpBxWWProg,TLabel,lblWWMi,lblWWDo,lblWWFr,lblWWSa,lblWWSo,lblWWTime1,lblWWTime2,lblWWTime3,lblWWEin1,lblWWAus1,lblWWEin2,lblWWAus2,lblWWEin3,lblWWAus3
GrpBxZirkProg,TLabel,lblZirkMi,lblZirkDo,lblZirkFr,lblZirkSa,lblZirkSo,lblZirkTime1,lblZirkEin1,lbZirkAus1,lblZirkEin2,lblZirkTime2,lbZirkAus2,lblZirkEin3,lblZirkTime3,lbZirkAus3
GrpStatus,TLabel,Status,Stato,Estado,Status,status,státus,Status,Ñòàòóñ,,,,,,
Grpkaskade,TLabel,Kaskade,Cascade,Cascata,Cascada,Cascade,Kaskade,Kaskad,kaskada,kaszkád,kaskada,Êàñêàä,,,
Lbl581,TComboBox,522 Sortie MFA 2,522 Uscita MFA 2,522 Salida MFA 2,522 Uitgang MFA 2,522 Udgang MFA 2,522 Utgang MFA 2,522 izlaz MFA 2,522 MFA 2 kimenet,522 Wyjœcie MFA 2,522 Âûõîä MFA 2,stHints,TfrmWCMKA,PgCtrlKKM,lbl522KA3
Lbl593,TLabel,593 Sommerzeitbeginn,593 Start of summer time,593 Début heure été,593 Inizio estate,593 Inicio verano,593 Begin zomertijd,593 Sommertid start,593 Start sommartid,593 ljetno vrijeme od:,593 nyári idõsz. kezd,593 Poczatek czasu letniego,,,
Lbl594,TLabel,Âûêë,lbZirkAus3,Aus,Off,Arrêt,Spento,Off,Uit,Off,Isklop,wy³.,Âûêë,EgrpP524,EGrpP532
LblAdresse,TStringGrid,Gerät,,,,,,,,,,,,,
LblBetriebsart,TLabel,Betriebsart,Operation mode,Mode de fonctionnement,Tipo di esercizio,Modo de funcionamiento,Bedrijfsaard,Driftsmåde,Drifttyp,vrsta rada,üzemmód,Tryb pracy,Ðåæèì ðàáîòû,,
LblDate,TLabel,Aan,Till,Uklop,w³.,Âêë,lblZirkEin2,Ein,Marche,Acceso,Aan,Till,Uklop,w³.,Âêë
LblErr1,TLabel,Îøèáêà 1,lblerr10,Fehler 10,Error 10,Erreur 10,Errore 10,Error 10,Fout 10,Fejl 10,Fel 10,kvar 10,hiba 10,Blad 10,Îøèáêà 10
LblErr2,TLabel,Fehler 2,Error 2,Erreur 2,Errore 2,Error 2,Fout 2,Fejl 2,Fel 2,kvar 2,hiba 2,Blad 2,Îøèáêà 2,,
LblErr3,TLabel,Fehler 3,Error 3,Erreur 3,Errore 3,Error 3,Fout 3,Fejl 3,Fel 3,kvar 3,hiba 3,Blad 3,Îøèáêà 3,,
LblErr4,TLabel,Fehler 4,Error 4,Erreur 4,Errore 4,Error 4,Fout 4,Fejl 4,Fel 4,kvar 4,hiba 4,Blad 4,Îøèáêà 4,,
LblErr5,TLabel,Îøèáêà 8,lblerr9,Fehler 9,Error 9,Erreur 9,Errore 9,Error 9,Fout 9,Fejl 9,Fel 9,kvar 9,hiba 9,Blad 9,Îøèáêà 9
LblErrorCode,TLabel,Fehlercode,Error code,Code défaut,Codice errore,Código de error,Foutcode,Fejlkode,Felkod,smetnja koda,hibakód,Kod b³êdu,Êîä îøèáêè,,
LblFCode,TComboBox,Fehlercode,Error code,Code défaut,Codice errore,Código de error,Foutcode,Fejlkode,Felkod,smetnja koda,hibakód,Kod b³êdu,Êîä îøèáêè,,
LblFolge2Kessel5,TLabel,lblKonfig,403 Konfiguration,lblKonfig,,,,,,,,,,,
LblFolgewechsel,TLabel,311 Folgewechselmodus,311 Sequence change mode,311 Mode de cascade,311 Modus inversione sequenza,311 CambioSecuencia,311 Ketelwisselmodus,311 Rækkefølgeomkobling,311 Pannföljdsväxling,311 Oblik izmjene niza,311 sorrendváltás-mod,311 tryb prze³¹czenia,311 Ðåæèì ñìåíû êîòëîâ,,
LblH1,TLabel,303 Eingang H1,303 Input H1,303 Entrée H1,303 Ingresso H1,303 Entrada H1,303 Ingang H1,303 Indgang H1,303 Ingang Värme 1,303 ulaz H1,303 bemenet H1,303 wejœcie H1,303 Âõîä H1,,
LblKaskKonfig,TEditGroup,Konfiguration,Konfigurering:,Konfiguracija,Konfiguráció:,konfiguracja:,Êîíôèãóðàöèÿ:,EGrpKaskade,EGrpKessel2,EGrpKessel3,EGrpKessel4,EGrpKessel5,EGrpKessel1,MemoKonfig,TbshtParas
LblKesselfolge1,TLabel,lblKesselfolge2,314 Kesselfolge 2,314 Boiler sequence 2,314 Cascade 2,314 Sequenza caldaia 2,314 CascCalderas 2,314 Ketelvolgorde 2,314 Følge 2,314 Pannföljd 2,314 niz kotlova 2,314 kazánsorrend 2,314 cykl pracy kotlów 2,314 Ïîñëåäîâàòåëüíîñòü êîòëîâ 2,lblKesselfolge2
LblLegioZeit,TLabel,579 legionella funkció,579 F.Legio,lbl580,580 Legionellenzeitpunkt,580 Legio time,580 Moment légionnelles,580 Orario Legio,580 Tiempo anti-legionela,580 Legio-tijdstip,580 Legio-tidspunkt,580 Legionella-tidpunkt,580 Legio-vrijeme,580 legionella idõpont,580 Pkt czas.w³.f.Legio
LblLegiofkt,TLabel,356 Legionellen-Funktion,356 Legionnaires  function,363 Fonction légionelles,356 Funzione antilegionella,356 Antilegionella,356 Legionellen-functie,356 Antilegionel-funktion,356 Legionellafunktion,356 funkcija legionele,356 legionella-funkció,356 funkcja ochrony przed legionell¹,356 Ôóíêöèÿ äåáàêòåðèçàöèè,,
LblMFA,TLabel,301 Ausgang MFA,301 Output MFA,Sortie MFA,301 Uscita MFA,301 Salida MFA,301 Uitgang MFA,301 Udgang MFA,301 Utgang MFA,301 izlaz MFA,301 MFA kimenet,301 Wyjœcie MFA,301 Âûõîä MFA,,
LblSolar,TLabel,Solarnutzung bei Legionellen-Funktion,Solar recov.  w.legio,Apport sol. Legion.,Sfrutt.solar  legio,Uso solar Legionella,Gebruik zon. bij legio,Soludnytte ved legio,Solaranv. vid Legio,Solarbruk,IzkSolar,Sa solarom antileg,szolar-legio,wykorz.en.st legio,ÈñïÑîëí.
LblTime,TLabel,Fehler 10,Uhrzeit,Time,Tempo,Reloj,Tijd,Time,Czas,Time,lblerr6,lblerr7,lblerr8,lblerr9,lblerr10
LblVA,TLabel,302 Ausgang VA,302 Output VA,Sortie VA,302 Uscita VA,302 Salida VA,302 Uitgang VA,302 Udgang VA,302 Utgang VA,302 izlaz VA,302 VA kimenet,302 Wyjœcie VA,302 Âûõîä VA,,
LblZeitDatum,TLabel,Zeit-Datum: Sommerzeit,Time-Date: Summer time,Date heure d'été,Ora-data: estate,Hora-Fecha: Verano,Tijdstip-datum: zomertijd,Tid-dato: sommertid,Tid-Datum: Sommartid,Tid-Dato: Sommertid,Ura-Datum: Poletni èas,Sat-datum: ljetno vrijeme,idõ-nap: nyári idõsz.,Godzina-data: czas letni,
StrGridHistory,TGroupBox,ColCount,DefaultColWidth,FixedCols,RowCount,FixedRows,ScrollBars,ssNone,,,,,,,
TbShtFMWW,TLabel,Tecnico AC,Técnico ACS,Vakman,Fagmanden,Fackman,struenjak,HMV szakember,Serwisant-cwu,Ñïåöèàëèñò,lbl579,lbl580,lbl582,CbbxP579,CbbxP580
TbShtHistorie,TGroupBox,Fehlerhistorie,Error history,Historique défauts,Storico errori,Histórico de errores,Fouthistoriek,Fejlhistorik,Felhistorik,povjest kvarova,hibatörténet,Historia bledów,Ñïèñîê îøèáîê,,
TbShtKonfig,TGroupBox,Konfiguration,Configuration:,Configuration :,Configurazione:,Configuración,Configuratie,Konfiguration,Konfigurering:,Konfiguracija,Konfiguráció:,konfiguracja:,Êîíôèãóðàöèÿ:,,
TbShtProcess,TGroupBox,Prozesswerte,Process values,Valeurs de process,Valori di processo,Valores de proceso,Proceswaarde,Procesværdi,Processdata,Procesni iznosi,foly.értékek,Dane procesowe,Ïðîöåññíûå çíà÷åíèÿ,,
TbShtWWProg,TGroupBox,Warmwasser,DHW,ECS,Acqua calda,ACS,Warm water,Varmt vand,Varmvatten,PTV,HMV,c.w.u.,Ãîðÿ÷àÿ âîäà,,
TbShtZirkProg,TGroupBox,Betriebsartschalter,Type of oper.,Fct,TipoEser,Modo Cto,Werkingsstand,Driftsmade,Driftsatt,Driftstype,Rezim,vrst rada,uzemmod,Rodzaj pracy,Ðåæèì
strcHZ,,Risc.,Cto.,Värme,Grije,fûtés,tryb og,Îòîïëåíèå,,,,,,,
strcP524KA3,,WTC-Sperre,WTC block,Verrouil.WTC,Inibiz. WTC,WTC suspens,WTC blokk.,WTC tidsfors,WTC-sparr,WTC sperre,Zapora WTC,WTC zapor,WTC retesz,WTC blokada,Áëîê WTC
strcP52xKA3,,Neutralisationspumpe,Neutra pump,Pompe neutra,Pomp neutral,Bomba Neutr,Neutra pomp,Neutra pumpe,Neutral-pump,Neutr pumpe,NevtrCrpalka,Crpka neutr.,semleg.sziv,Pompa neutra,ÍåéòðÍàñîñ
strcP571KA3,,Skretnica/PWT,valto hocs,Sprzeglo/PWC,Ñòðåëêà/ Òîáì,TfrmWCMKA.HelpFile,#A 850KW WA,#B 850KW WA,#C 850KW WA,#D 850KW WA,#E 850KW WA,stCollections,stCharSets,TfrmWCMKA,RUSSIAN_CHARSET
strcPuffer1,,Puffer 1,Calorifier 1,Tampon 1,Polmone 1,Depósito apoyo 1,Buffervat 1,Buffer 1,Ackumulator 1,aku-spremnik 1,puffer 1,zasobnik buforowy 1,Áóôåð 1,,
strcPuffer2,,Puffer 2,Calorifier 2,Tampon 2,Polmone 2,Depósito apoyo 2,Buffervat 2,Buffer 2,Ackumulator 2,aku-spremnik 2,puffer 2,zasobnik buforowy 2,Áóôåð 2,,
strcStandby,,Standby,standby,Standby,,,,,,,,,,,
strcWW,,DHW,ECS,ACS,PTV,HMV,c.w.u.,,,,,,,,
strcWWCPUA,,Warmwasser #A,DHW #A,Eau Chaude sanitaire #A,Acqua calda #A,ACS #A,Warm water #A,Varmt vand #A,Varmvatten #A,PTV #A,HMV #A,ciep³a woda #A,Ãîðÿ÷àÿ âîäà #A,,
strcWWKA,,Warmwasser KA,DHW KA,Eau Chaude sanitaire KA,Acqua calda KA,ACS KA,Warm water KA,Varmt vand KA,Varmvatten KA,PTV KA,HMV KA,ciep³a woda KA,Ãîðÿ÷àÿ âîäà KA,,
strcWeiche,,Weiche,De-couple,Bouteille casse-pression,Compensatore,Compensador,Evenwichtsfles,Blandepotte,Växel,razdjelnik,váltó,sprzêg³o,Ñòðåëêà,,
